Name;Level;ID_GPC;ID_PIM
Paquetes variados de plantas;Level 4;10003305;10003305
Semillas/esporas;Level 2;93070000;93070000
Semillas/esporas;Level 3;93070100;93070100
Semillas/esporas;Level 4;10003291;10003291
Arbustos/árboles;Level 2;93080000;93080000
Arbustos/árboles;Level 3;93080100;93080100
Arbustos/árboles;Level 4;10003714;10003714
Plantas vivas (Todas);Level 2;93990000;93990000
Plantas vivas;Level 3;93990100;93990100
Plantas vivas;Level 4;93990101;93990101
Equipamiento de hogar/mobiliario de oficina/de uso doméstico;Level 1;75000000;75000000
Muebles de bebé;Level 2;75050000;75050000
Mobiliario sanitario para bebé;Level 3;75050100;75050100
Productos seguros para el baño del bebé;Level 4;10000498;10000498
Cunas/sillas/bañeras para bebés;Level 4;10000827;10000827
Cambiadores de tela para bebés;Level 4;10000822;10000822
Mesas-cambiador para bebés;Level 4;10000501;10000501
Asientos para aprender/orinales para bebés;Level 4;10000821;10000821
Mobiliario sanitario para bebé – otro;Level 4;10006797;10006797
Mobiliario sanitario para bebé – partes de reemplazo;Level 4;10006796;10006796
Paquetes con variedad de bobiliario sanitario para bebé;Level 4;10006795;10006795
Camas/colchones domésticos para bebé;Level 3;75050200;75050200
Colchón para cuna;Level 4;10000790;10000790
Cunas/cunas-camas;Level 4;10000789;10000789
Camas/colchones domésticos para bebé – otro;Level 4;10006808;10006808
Camas/colchones domésticos para bebé – partes de reemplazo;Level 4;10006807;10006807
Paquete variado de camas/colchones domésticos para bebé;Level 4;10006806;10006806
Asientos domésticos para bebé;Level 3;75050300;75050300
Hamacas/balancines (no eléctricos);Level 4;10000800;10000800
Hamacas/balancines (eléctricos);Level 4;10000801;10000801
Silla alta de bebé;Level 4;10000787;10000787
Asientos domésticos para bebé – otro;Level 4;10006811;10006811
Asientos domésticos para bebé – partes de reemplazo;Level 4;10006810;10006810
Paquete con variedad de asientos domésticos para bebé;Level 4;10006809;10006809
Telas/complementos textiles para el hogar;Level 2;75020000;75020000
Ropa de cama;Level 3;75020200;75020200
Cenefas/sábanas;Level 4;10002227;10002227
Otros tipos de ropa de cama;Level 4;10002230;10002230
Paquetes variados de ropa de cama;Level 4;10002229;10002229
Mantas (eléctricas);Level 4;10005197;10005197
Mantas/cubrecamas (no eléctricos);Level 4;10002224;10002224
Funda nórdica;Level 4;10002223;10002223
Edredones nórdico/colchas/cubrecolchones;Level 4;10002222;10002222
Protectores de edredones/almohadas/colchones;Level 4;10002228;10002228
Fundas de almohada;Level 4;10002226;10002226
Almohadas;Level 4;10002225;10002225
Paquetes variados de telas/complementos textiles;Level 3;75020300;75020300
Paquetes variados de telas/complementos textiles;Level 4;10003813;10003813
Hogar/telas para oficina/complementos textiles;Level 3;75020100;75020100
Cortinas;Level 4;10002214;10002214
Cojines;Level 4;10002217;10002217
Toallas de telas/tejidos;Level 4;10002219;10002219
Telas/fundas para muebles – Desmontables;Level 4;10002216;10002216
Alfombras/esterillas para mobiliario de suelo – Desmontables;Level 4;10002218;10002218
Paquetes variados de mobiliario/complementos textiles para oficinas/uso doméstico;Level 4;10002220;10002220
Otros tipos de mobiliario/complementos textiles para oficinas/uso doméstico;Level 4;10002221;10002221
Persianas de telas/tejidos para ventanas;Level 4;10002215;10002215
Mobiliario de oficina/uso doméstico;Level 2;75010000;75010000
Expositores;Level 3;75010700;75010700
Expositor;Level 4;10006330;10006330
Camas/colchones de uso doméstico;Level 3;75010400;75010400
Camas regulables de uso doméstico (no eléctricas);Level 4;10002209;10002209
Camas regulables de uso doméstico (eléctricas);Level 4;10002208;10002208
Armazón de camas domésticas;Level 4;10002207;10002207
Camas de uso doméstico – Componentes/recambios;Level 4;10005096;10005096
Otros colchones/camas de uso doméstico;Level 4;10002212;10002212
Paquetes variados de colchones/camas de uso doméstico;Level 4;10002213;10002213
Camas de agua/inflabes de uso doméstico;Level 4;10002211;10002211
Colchones domésticos;Level 4;10002210;10002210
Accesorios de mobiliario de hogares/oficinas;Level 3;75010600;75010600
Ruedas giratorias/almohadillas/deslizaderas para muebles;Level 4;10005437;10005437
Forro/papel de contacto con autoagarre;Level 4;10005254;10005254
Paquetes variados de muebles de oficina/de uso doméstico;Level 3;75010500;75010500
Paquetes variados de mobiliario para oficinas/uso doméstico;Level 4;10003814;10003814
Asientos para oficina/de uso doméstico;Level 3;75010200;75010200
Sacos rellenos de granos/pufs/otomanas;Level 4;10002197;10002197
Sillas para oficinas/uso doméstico – Componentes/recambios;Level 4;10005097;10005097
Taburetes/sillas de oficina/uso doméstico (no eléctricos);Level 4;10002193;10002193
Taburetes/sillas de oficina/uso doméstico (eléctricos);Level 4;10002192;10002192
Soportes para pies para oficinas/uso doméstico;Level 4;10002199;10002199
Otros asientos para oficinas/uso doméstico;Level 4;10002201;10002201
Paquetes variados de asientos para oficinas/uso doméstico;Level 4;10002200;10002200
Sofás-cama para oficinas/uso doméstico;Level 4;10002196;10002196
Sofás para oficinas/uso doméstico (no eléctricos);Level 4;10002195;10002195
Sofás para oficinas/uso doméstico (eléctricos);Level 4;10002194;10002194
Asientos inflables;Level 4;10002198;10002198
Hogar/almacenamiento de oficina/muebles de exposición/pantallas;Level 3;75010100;75010100
Cajones;Level 4;10002117;10002117
Ficheros;Level 4;10002185;10002185
Clasificadores/organizadores domésticos;Level 4;10002189;10002189
Barras de bar domésticas/de oficina;Level 4;10005810;10005810
Cestos/cajas para oficinas/uso doméstico;Level 4;10002187;10002187
Expositores/armarios de oficina/uso doméstico;Level 4;10005199;10005199
Mamparas/separadores de oficina/uso doméstico;Level 4;10002190;10002190
Unidades de estanterías de oficina/uso doméstico;Level 4;10002184;10002184
Mobiliario de exposición/almacenamiento para oficinas/uso doméstico – Componentes/recambios;Level 4;10005098;10005098
Otros tipos de mobiliario de exposición/almacenamiento para oficinas/uso doméstico;Level 4;10003790;10003790
Paquetes variados de maparas/mobiliario de exposición/almacenamiento para oficinas/uso doméstico;Level 4;10002191;10002191
Guardaropas de oficina/uso doméstico/taquillas;Level 4;10002118;10002118
Almacenamiento en raíles/carpetas;Level 4;10002188;10002188
Unidades de entretenimiento universal;Level 4;10002186;10002186
Plataformas giratorias universales;Level 4;10005743;10005743
Encimera (superficie de trabajo horizontal);Level 4;10006731;10006731
Escritorios/mesas para oficina/de uso doméstico;Level 3;75010300;75010300
Mesas de trabajo/escritorios de oficinas/uso doméstico;Level 4;10002203;10002203
Mesas de oficina/uso doméstico;Level 4;10002202;10002202
Escritorios/mesas para oficinas/uso doméstico – Componentes/recambios;Level 4;10005095;10005095
Otras mesas de trabajo/escritorios de oficinas/uso doméstico;Level 4;10002205;10002205
Paquetes variado de mesas de trabajo/escritorios de oficinas/uso doméstico;Level 4;10002206;10002206
Decoración para el hogar;Level 2;75030000;75030000
Relojes;Level 3;75030400;75030400
Relojes de alarma;Level 4;10007006;10007006
Relojes;Level 4;10002252;10002252
Relojes – Recambios;Level 4;10004101;10004101
Banderas/estandartes decorativos;Level 3;75030700;75030700
Banderas/estandartes decorativos;Level 4;10005816;10005816
Banderas decorativas – Accesorios;Level 3;75030800;75030800
Banderas decorativas – Accesorios;Level 4;10006893;10006893
Paquetes variados de decoración para el hogar;Level 3;75030600;75030600
Paquetes variados de decoración para el hogar;Level 4;10003816;10003816
Decoración;Level 3;75030100;75030100
Arbol de navidad artificial;Level 4;10007011;10007011
Árboles/plantas/flores artificiales;Level 4;10002232;10002232
Soportes para velas/accesorios;Level 4;10002249;10002249
Velas;Level 4;10000555;10000555
Adhesivos para ventanas/pegatinas/imanes decorativos;Level 4;10002234;10002234
Accesorios ornamentales;Level 4;10005692;10005692
Decoración;Level 4;10002231;10002231
Paquetes variados de adornos;Level 4;10002238;10002238
Adornos para cada estación (no eléctricos);Level 4;10002236;10002236
Adornos para cada estación (eléctricos);Level 4;10002237;10002237
Móviles con tubos/atrapasueños/dorados;Level 4;10002235;10002235
Jarrones;Level 4;10002233;10002233
Cuadros/espejos/marcos;Level 3;75030200;75030200
Espejos;Level 4;10002245;10002245
Pinturas;Level 4;10002240;10002240
Fotografías;Level 4;10002243;10002243
Marcos para fotos;Level 4;10002246;10002246
Otros marcos/espejos/fotos;Level 4;10002248;10002248
Paquetes variados de marcos/espejos/fotos;Level 4;10002247;10002247
Pósters/estampados;Level 4;10002241;10002241
Artículos domésticos de cocina;Level 1;73000000;73000000
Artículos de cocina;Level 2;73040000;73040000
Utensilios de cocina/para hornear;Level 3;73040400;73040400
Utensilios para grill/hornos/hornillas (no desechables);Level 4;10002150;10002150
Utensilios de cocina (desechables);Level 4;10000554;10000554
Accesorios/Recambios de utensilios de cocina/para hornear;Level 4;10005675;10005675
Otros utensilios de cocina/para hornear;Level 4;10002152;10002152
Set de Fondue (Sin Potencia);Level 4;10007239;10007239
Set de Fondue (Sin Alimentación) - Accesorios / Repuestos;Level 4;10007240;10007240
Fuentes para hornos/sartenes;Level 4;10002144;10002144
Paquetes de Variedades de Ollas / Sartenes / Woks / Cocottes;Level 4;10007241;10007241
Surtidos de utensilios de cocina/para hornear;Level 4;10002151;10002151
Recipientes para alimentos desechables;Level 3;73041000;73041000
Recipientes para alimentos desechables;Level 4;10006331;10006331
Recipientes para alimentos desechables, otros;Level 4;10006333;10006333
Paquetes con variedades de recipientes para alimentos desechables;Level 4;10006332;10006332
Utensilios para medir los alimentos;Level 3;73040300;73040300
Temporizadores de cocina (no eléctricos);Level 4;10002136;10002136
Otros utensilios para medir los alimentos;Level 4;10002142;10002142
Surtidos de utensilios para medir los alimentos;Level 4;10002141;10002141
Termómetros para alimentos;Level 4;10002140;10002140
Equipos para medir el volumen de alimentos;Level 4;10002139;10002139
Básculas de cocina (no eléctricas);Level 4;10002143;10002143
Utensilios para la preparación de los alimentos;Level 3;73040600;73040600
Artículos de ayuda para la alimentación del bebé (no eléctricos);Level 4;10000493;10000493
Pistolas de galletas/mangas de decoración de alimentos (No eléctricos);Level 4;10005434;10005434
Pelapatatas/utensilios para sacar el centro;Level 4;10002169;10002169
Azucareros/Harineros;Level 4;10005694;10005694
Embudo alimentario;Level 4;10005429;10005429
Recipientes para preparación de comida;Level 4;10005701;10005701
Brochas de preparación de comida/Perillas;Level 4;10005426;10005426
Otros utensilios para la preparación de los alimentos;Level 4;10002178;10002178
Surtidos de utensilios para la preparación de los alimentos;Level 4;10002177;10002177
Guantes;Level 4;10005894;10005894
Afiladores de cuchillos de cocina (no eléctricos);Level 4;10005201;10005201
Cuchillos/cuchillas de cocina;Level 4;10002168;10002168
Tijeras de cocina;Level 4;10000542;10000542
Cuchillas/ralladores/rebanadoras de cocina;Level 4;10002172;10002172
Picadoras/tajadera/pasapurés/utensilios para hacer pasta (no eléctricos);Level 4;10002148;10002148
Herramientas de cocina multifuncionales;Level 4;10002176;10002176
Abridores de cocina;Level 4;10002175;10002175
Filtros de papel;Level 4;10000559;10000559
Rodillos de madera;Level 4;10002173;10002173
Cedazos/escurridores/coladores;Level 4;10002146;10002146
Brochetas/pinchos;Level 4;10002174;10002174
Tablas para cortar;Level 4;10002147;10002147
Espatulas/cucharas/cucharones;Level 4;10002170;10002170
Tenazas/pinzas/mazos/pasapurés/batidoras;Level 4;10002171;10002171
Accesorios para la presentación de alimentos/bebidas;Level 3;73040900;73040900
Accesorios/adornos para bebidas (no aptos para el consumo);Level 4;10002128;10002128
Adornos para tartas y pastas/accesorios (no comestibles);Level 4;10002149;10002149
Moldes alimentarios;Level 4;10005430;10005430
Surtidos de artículos de cocina;Level 3;73040800;73040800
Surtidos de artículos de cocina;Level 4;10002183;10002183
Almacenamiento para la cocina;Level 3;73040100;73040100
Bolsas desechables para alimentos;Level 4;10000692;10000692
Envoltorios desechables para alimentos;Level 4;10000693;10000693
Recipientes para almacenar alimentos/bebidas;Level 4;10002122;10002122
Almacenamiento para la cocina – Recambios/Accesorios;Level 4;10005209;10005209
Otros para almacenamiento de cocina;Level 4;10002124;10002124
Estantes/Bases/Soportes/Dispensadores de cocina para almacenamiento;Level 4;10002121;10002121
Surtidos para almacenamiento de cocina;Level 4;10002123;10002123
Cordón/Lazos;Level 4;10000541;10000541
Equipo de agua/bebida;Level 3;73040200;73040200
Dosificadores/tapones para botes;Level 4;10002130;10002130
Aisladores de botellas/latas;Level 4;10005470;10005470
Desnatadora para cappuccinos (No eléctrica);Level 4;10005435;10005435
Molinillos/exprimidores/picadoras de hielo (no eléctricos);Level 4;10002133;10002133
Equipos para análisis caseros de agua;Level 4;10005208;10005208
Tetera (no eléctrica);Level 4;10002129;10002129
Filtros de agua/Cartuchos de filtro de agua;Level 4;10002127;10002127
Otros equipos de agua/bebida;Level 4;10002135;10002135
Surtidos de equipos de agua/bebida;Level 4;10002134;10002134
Vajilla;Level 2;73050000;73050000
Vajilla de bebe;Level 3;73050100;73050100
Alimentación del bebé – Botellas;Level 4;10000491;10000491
Alimentación del bebé – Recambios;Level 4;10000823;10000823
Alimentación del bebé – Vajilla;Level 4;10000490;10000490
Alimentación del bebé – Tetinas;Level 4;10000724;10000724
Accesorios para la alimentación del bebé;Level 4;10000492;10000492
Cuchillería para bebé (no desechable);Level 4;10006801;10006801
Otros productos de alimentación del bebé;Level 4;10000825;10000825
Paquetes con variedad de vajilla para bebé;Level 4;10006802;10006802
Artículos de bar (no desechables);Level 3;73050500;73050500
Pack Variedad De Bares y Vinos;Level 4;10007255;10007255
Accesorios de cóctel (no desechables);Level 4;10007253;10007253
Cubitera para hielo/vino;Level 4;10002162;10002162
Otros accesorios de bar y vino;Level 4;10007254;10007254
Accesorios de vino;Level 4;10007252;10007252
Vajilla (No Desechable);Level 3;73050200;73050200
Cuencos (no desechables);Level 4;10002154;10002154
Paquete Variedad De Vajillas;Level 4;10007242;10007242
Hueveras;Level 4;10005427;10005427
Platos (no desechables);Level 4;10002153;10002153
Vasos (No Desechable);Level 3;73050300;73050300
Vasos Bar / Coctel;Level 4;10007245;10007245
Vasos para Cerveza;Level 4;10007249;10007249
Vasos Otros;Level 4;10007247;10007247
Paquete de Variedad para Bebidas;Level 4;10007248;10007248
Tazas/jarras (no desechables);Level 4;10002155;10002155
Decantadores/jarras para servir;Level 4;10002158;10002158
Set de Vasos;Level 4;10007246;10007246
Copas para vino / agua / champaña;Level 4;10007243;10007243
Accesorios de té / café / chocolate;Level 4;10007250;10007250
Paquete de variedad de té / café / chocolate;Level 4;10007251;10007251
Teteras/cafeteras;Level 4;10002131;10002131
Vasos;Level 4;10007244;10007244
Cubiertos (No Desechables);Level 3;73051000;73051000
Cubiertos de Pescado / Marisco / Caracol (No Desechable);Level 4;10007274;10007274
Paquetes de Variedades de Cubiertos (No Desechables);Level 4;10007270;10007270
Otros cubiertos (no desechables);Level 4;10007269;10007269
Cubiertos para servir (no desechables);Level 4;10007273;10007273
Platos de entradas / postre / queso (no desechables);Level 4;10007275;10007275
Cubiertos de mesa (no desechables);Level 4;10007272;10007272
Cubiertos de té / café (no desechables);Level 4;10007268;10007268
Cuchillos plegables de viaje;Level 4;10007271;10007271
Utencilios para servir (no desechables);Level 3;73050600;73050600
Buffet;Level 4;10007256;10007256
Bandejas profundas para servir;Level 4;10007259;10007259
Bandejas planas para servir;Level 4;10007258;10007258
Carritos camareras para alimentos (no eléctricos);Level 4;10002160;10002160
Calentadores de bebidas/alimentos (no eléctricos);Level 4;10002161;10002161
Utencilios para servir Otros;Level 4;10007260;10007260
Paquete de Variedad Utencilios para servir;Level 4;10007257;10007257
Bandejas para servir;Level 4;10002159;10002159
Vajilla (Desechable);Level 3;73050700;73050700
Vajilla desechable;Level 4;10000635;10000635
Recipientes para Bebidas (Desechable);Level 4;10007261;10007261
Cubiertos (Desechables);Level 4;10007262;10007262
Esteras / servilletas de mesa (desechables);Level 4;10007264;10007264
Accesorios de vajilla (desechables);Level 4;10007263;10007263
Accesorios de vajilla;Level 3;73050900;73050900
Expositores/estantes para alimentos;Level 4;10002165;10002165
Servilletero;Level 4;10005210;10005210
Saleros/Pimenteros;Level 4;10005693;10005693
Molinos para pimienta/sal/especias (no eléctricos);Level 4;10002163;10002163
Vajilla Accesorios Otros;Level 4;10007266;10007266
Paquetes de Variedad de accesorios de vajilla;Level 4;10007267;10007267
Paquetes de Variedades de Vajilla;Level 3;73050800;73050800
Artículos de jardinería/césped;Level 1;81000000;81000000
Artículos de jardinería/césped;Level 2;81010000;81010000
Repelentes/ahuyentadores de animales de jardín/césped;Level 3;81011700;81011700
Repelentes/ahuyentadores de animales (Césped/jardín) – no eléctricos;Level 4;10005362;10005362
Repelentes/ahuyentadores de animales (Césped/jardín) – eléctricos;Level 4;10006853;10006853
Césped/productos químicos para jardín/tratamientos;Level 3;81010200;81010200
Fungicidas;Level 4;10004109;10004109
Otros tipos de tratamientos/productos químicos para el jardín;Level 4;10003240;10003240
Paquetes variados de tratamientos para el jardín/césped;Level 4;10003239;10003239
Insecticidas / Pesticidas del Césped / Jardín;Level 4;10006732;10006732
Abrillantador/limpiador de plantas/hojas;Level 4;10005360;10005360
Reguladores de Crecimiento de Plantas;Level 4;10006733;10006733
Nutrientes/fertilizantes para suelo/plantas;Level 4;10003234;10003234
Tratamientos/productos químicos para estructuras con agua/tanques/piscinas;Level 4;10003221;10003221
Protección de Semillas / Mordientes;Level 4;10006734;10006734
Herbicidas;Level 4;10003227;10003227
Aparatos de calefacción/cocina para jardín/césped;Level 3;81010800;81010800
Parrilla o asador;Level 4;10003328;10003328
Calefactores/ventiladores de invernaderos;Level 4;10005369;10005369
Parrillas (césped/jardín);Level 4;10003330;10003330
Otros aparatos de calefacción/cocina para jardín/césped;Level 4;10003335;10003335
Accesorios/recambios de aparatos de calefacción/cocina para jardín/césped;Level 4;10003336;10003336
Paquetes variados de aparatos de calefacción/cocina para jardín/césped;Level 4;10003334;10003334
Calefactores de exterior (no eléctricos);Level 4;10003324;10003324
Calefactores de exterior (eléctricos);Level 4;10003323;10003323
Asadores;Level 4;10006742;10006742
Calentadores/cajones (jardín/césped);Level 4;10003332;10003332
Equipo para jardín/césped;Level 3;81011200;81011200
Alimentadores/aplicadores (no eléctricos);Level 4;10003867;10003867
Alimentadores/aplicadores (eléctricos);Level 4;10003869;10003869
Hachas;Level 4;10003383;10003383
Cortabordes/recortadoras de cadena/cortadores de cepillo (eléctricos);Level 4;10003355;10003355
Plantadoras de bulbos;Level 4;10003398;10003398
Sierras de cadena (eléctricas);Level 4;10003359;10003359
Máquinas desenrolladoras/desmenuzadoras/astilladoras (eléctricas);Level 4;10003351;10003351
Máquinas de labrar/cultivadores (no eléctricos);Level 4;10003397;10003397
Rotoazadas/máquinas de labrar/cultivadores (eléctricos);Level 4;10003373;10003373
Barras excavadoras;Level 4;10003846;10003846
Barrenas (no eléctricas);Level 4;10003842;10003842
Barrenas (eléctricas);Level 4;10003365;10003365
Cortabordes (no eléctricos);Level 4;10003389;10003389
Horcas (jardín/césped);Level 4;10003391;10003391
Carretillas de jardinería (no eléctricas);Level 4;10003404;10003404
Carretillas de jardinería (eléctricas);Level 4;10003376;10003376
Otras herramientas eléctricas para jardín;Level 4;10003408;10003408
Paquetes variados de herramientas eléctricas para jardín;Level 4;10003407;10003407
Tijeras de jardinería (no eléctricas);Level 4;10003379;10003379
Tractores para jardín;Level 4;10004102;10004102
Sopladores/aspiradores para jardín;Level 4;10003338;10003338
Escarificadores;Level 4;10003386;10003386
Cortabordes (eléctricos);Level 4;10003870;10003870
Azadas;Level 4;10003388;10003388
Aireadores para césped (no eléctricos);Level 4;10003393;10003393
Soportes/bases de bolsas para césped;Level 4;10003868;10003868
Bolsas para césped;Level 4;10003403;10003403
Cortacéspedes (no eléctricos);Level 4;10003387;10003387
Cortacéspedes (eléctricos);Level 4;10003353;10003353
Rodillos para césped (no eléctricos);Level 4;10003394;10003394
Rodillos para césped (eléctricos);Level 4;10003841;10003841
Aireadores/escarificadores para césped (eléctricos);Level 4;10003347;10003347
Esparcidores/recogehojas (no eléctricos);Level 4;10003377;10003377
Accesorios de equipos para jardín/césped;Level 4;10003352;10003352
Otros equipos para jardín/césped;Level 4;10003872;10003872
Paquetes variados de equipos para jardín/césped;Level 4;10003873;10003873
Otras herramientas manuales para jardín/césped;Level 4;10003865;10003865
Accesorios/recambios de herramientas manuales para jardín/césped;Level 4;10003864;10003864
Paquetes variados de herramientas manuales para jardín/césped;Level 4;10003866;10003866
Accesorios/recambios de herramientas eléctricas para jardín/césped;Level 4;10003402;10003402
Paletas para cesped/jardín;Level 4;10003392;10003392
Máquinas rompedoras de troncos (eléctricas);Level 4;10003367;10003367
Tijeras podadoras;Level 4;10003380;10003380
Mazos;Level 4;10003385;10003385
Picos;Level 4;10003863;10003863
Barrenas para abrir agujeros para postes (no eléctricas);Level 4;10003844;10003844
Barrenas para abrir agujeros para postes (eléctricas);Level 4;10003861;10003861
Máquinas de lavado a presión (eléctricas);Level 4;10003375;10003375
Podadoras (eléctricas);Level 4;10003843;10003843
Tijeras de podar/podadoras;Level 4;10003381;10003381
Rastrillos;Level 4;10003399;10003399
Cultivos de semillas;Level 4;10003405;10003405
Palas;Level 4;10003390;10003390
Hoces/guadañas/mangos de guadaña;Level 4;10003384;10003384
Tamizadores (jardín/césped);Level 4;10003396;10003396
Quitanieves (eléctricos);Level 4;10003341;10003341
Extractores/amoladoras de tocones (eléctricos);Level 4;10003368;10003368
Apisonadoras (no eléctricas);Level 4;10003395;10003395
Apisonadoras (eléctricas);Level 4;10003370;10003370
Cuñas;Level 4;10003862;10003862
Quemadores de maleza (eléctricos);Level 4;10003401;10003401
Vallas para jardín/césped;Level 3;81010500;81010500
Vallas eléctricas/vallas con radiofrecuencia;Level 4;10003283;10003283
Mallas/redes para vallas;Level 4;10003281;10003281
Tableros/paneles para vallas;Level 4;10003277;10003277
Railes/postes para vallas;Level 4;10003278;10003278
Abrazaderas/soportes para vallas;Level 4;10003279;10003279
Tejado;Level 4;10007012;10007012
Límites para jardín;Level 4;10003280;10003280
Verjas (no eléctricas);Level 4;10003286;10003286
Verjas (eléctricas);Level 4;10003287;10003287
Accesorios de vallado – Césped/jardín;Level 4;10005678;10005678
Otras vallas para jardín/césped;Level 4;10003289;10003289
Paquetes variados de vallas para jardín/césped;Level 4;10003288;10003288
Vallas con alambres normales/de espino;Level 4;10003285;10003285
Enrejado;Level 4;10003284;10003284
Accesorios Césped / Flores de jardín/Plantas Accesorios;Level 3;81011800;81011800
Accesorios de florees/plantas (Césped/jardín);Level 4;10005366;10005366
Soportes para plantas/estacas;Level 4;10005220;10005220
Plantas – Variedad plantadora;Level 4;10003854;10003854
Césped/muebles de jardín/mobiliario;Level 3;81010300;81010300
Cubiertas/lonas (jardín/césped);Level 4;10003321;10003321
Bancos de jardín;Level 4;10003248;10003248
Sillas de jardín;Level 4;10003242;10003242
Unidades de exposición de jardín;Level 4;10003316;10003316
Reposapies de jardín;Level 4;10003246;10003246
Asientos/taburetes para arrodillarse en el jardín;Level 4;10003406;10003406
Tumbonas de jardín;Level 4;10003243;10003243
Elementos de decoración/placas para jardín;Level 4;10005719;10005719
Estanterías/encimeras de jardín;Level 4;10005367;10005367
Cajas de almacenamiento para jardin;Level 4;10007014;10007014
Columpios de jardín;Level 4;10003249;10003249
Mesas de jardín;Level 4;10003245;10003245
Hamacas;Level 4;10003250;10003250
Otros equipos para jardín/césped;Level 4;10003253;10003253
Mobiliario para jardín/césped – Accesorios/recambios;Level 4;10003251;10003251
Paquetes variados de mobiliario para jardín/césped;Level 4;10003252;10003252
Buzones de correo (Césped/jardín);Level 4;10005361;10005361
Toldos;Level 4;10003417;10003417
Soportes para plantas;Level 4;10003313;10003313
Sombrillas/parasoles;Level 4;10005219;10005219
Paraguas / Parasoles Stands / Bases;Level 4;10007036;10007036
Iluminación para jardín/césped;Level 3;81011600;81011600
Otra iluminación para jardín/césped;Level 4;10005218;10005218
Accesorios/recambios de iluminación para jardín/césped;Level 4;10005217;10005217
Faroles/antorchas/lámparas de exterior (no eléctricos);Level 4;10005216;10005216
Faroles/antorchas/lámparas de exterior (eléctricos);Level 4;10005215;10005215
Estructuras de exterior para jardín/césped;Level 3;81011000;81011000
Enramadas/pérgolas;Level 4;10003414;10003414
Campanas de cristal/propagadores/camas frías;Level 4;10003421;10003421
Jardines de invierno;Level 4;10003415;10003415
Cenadores;Level 4;10003412;10003412
Estructuras de invernadero;Level 4;10003890;10003890
Invernaderos (completos);Level 4;10003409;10003409
Otras estructuras de exterior para jardín/césped;Level 4;10003418;10003418
Accesorios/recambios de estructuras de exterior para jardín/césped;Level 4;10003419;10003419
Paquetes variados de estructuras de exterior para jardín/césped;Level 4;10003891;10003891
Pagodas (jardín/césped);Level 4;10003416;10003416
Túneles de fauna/flora;Level 4;10003859;10003859
Cobertizos;Level 4;10003411;10003411
Hábitat de vida salvaje;Level 4;10006847;10006847
Artículos de decoración acuáticos/estanques/césped/piscinas;Level 3;81010100;81010100
Estructuras de agua para el jardín;Level 4;10003215;10003215
Adornos para estructuras con agua/jardines;Level 4;10003315;10003315
Otras estructuras con agua/tanques para jardín/césped/piscinas;Level 4;10003225;10003225
Paquetes variados de estructuras con agua/tanques para jardín/césped/piscinas;Level 4;10003224;10003224
Aireadores para estructuras con agua/tanques;Level 4;10003220;10003220
Pulverizadores para estructuras con agua/tanques;Level 4;10003218;10003218
Tubos conductores/carcasas para estructuras con agua/tanques/piscinas;Level 4;10003213;10003213
Protectores / revestimientos de piscina;Level 4;10007037;10007037
Suministros de piscinas;Level 4;10005253;10005253
Tubos de drenajes para estructuras con agua/tanques/piscinas;Level 4;10003222;10003222
Filtros para estructuras con agua/tanques/piscinas (elécricos);Level 4;10003216;10003216
Cubiertas protectoras para estructuras con agua/tanques/piscinas;Level 4;10003223;10003223
Esterilizadores/decantadores de UV para esctructuras con agua/tanques/piscinas;Level 4;10003219;10003219
Complementos para tierra/tierra para jardín/césped;Level 3;81011500;81011500
Césped artificial;Level 4;10007009;10007009
Grava;Level 4;10006785;10006785
Semillas de abono verde;Level 4;10006959;10006959
Cubresuelos/decoración de jardines/mantillos;Level 4;10005729;10005729
Otros complementos para tierra/tierra para jardín/césped;Level 4;10004110;10004110
Mantillo;Level 4;10003235;10003235
Tierra vegetal;Level 4;10003236;10003236
Césped/Jardín Azulejos;Level 3;81011900;81011900
Baldosas de concreto – Suelo Exterior;Level 4;10006787;10006787
Baldosas con capas de grava u ornamentadas – Suelo exterior;Level 4;10006788;10006788
Baldosas de piedras naturales – Suelo exterior;Level 4;10006789;10006789
Otras baldosas – Suelo exterior;Level 4;10006790;10006790
Baldosas de Madera – Suelo Exterior;Level 4;10006786;10006786
Eliminación de residuos de jardín/césped;Level 3;81010700;81010700
Cajones para vermicultura/abono;Level 4;10003308;10003308
Incineradoras de jardín;Level 4;10003400;10003400
Otros contenedores para residuos de jardín/césped;Level 4;10003311;10003311
Piezas/Accesorios de repuesto de residuos de agua – Césped/jardín;Level 4;10005368;10005368
Contenedores de exterior;Level 4;10003314;10003314
Equipo de riego para jardín/césped;Level 3;81010400;81010400
Bombas de agua para jardín;Level 4;10003857;10003857
Artículos de jardín para almacenamiento de agua;Level 4;10003268;10003268
Conectores para mangueras;Level 4;10003255;10003255
Sistema para guardar mangueras – Móvil;Level 4;10003257;10003257
Sistema para guardar mangueras – Fijo;Level 4;10003256;10003256
Tubos;Level 4;10003254;10003254
Sistemas de riego;Level 4;10003264;10003264
Controladores/temporizadores de riego;Level 4;10003276;10003276
Otros equipos de riego para jardín/césped;Level 4;10003274;10003274
Sistemas de riego para jardín/césped – Recambios;Level 4;10003273;10003273
Paquetes variados de sistemas de riego para jardín/césped;Level 4;10003272;10003272
Aspersores/pulverizadores/atomizadores (manuales);Level 4;10003270;10003270
Aspersores/pulverizadores/atomizadores (final de la manguera);Level 4;10003262;10003262
