Name;Level;ID_GPC;ID_PIM
Puertas – Combinación de contrapuerta/protector;Level 4;10003920;10003920
Puertas – Otros;Level 4;10003923;10003923
Paquetes variados de puertas;Level 4;10003924;10003924
Repuestos y accesorios de mandos de puertas de garaje;Level 4;10006404;10006404
Sistemas de apertura de puerta de acceso/garaje;Level 4;10005673;10005673
Ferretería de fijaciones/cierres;Level 3;83011900;83011900
Fijadores/tacos (Fijaciones/sujeciones);Level 4;10003179;10003179
Cojinetes/rodamientos;Level 4;10003170;10003170
Galletas (bricolaje);Level 4;10007002;10007002
Pernos/barras de rosca;Level 4;10003185;10003185
Soportes/brazos;Level 4;10003186;10003186
Fijaciones/sujeciones;Level 4;10003187;10003187
Pasadores;Level 4;10007001;10007001
Accesorios de ferretería de fijaciones/sujeciones;Level 4;10005670;10005670
Otros elementos de ferretería de fijaciones/sujeciones;Level 4;10003194;10003194
Paquetes variados de ferretería de fijaciones/sujeciones;Level 4;10003195;10003195
Enganches (Acoplamientos/fijadores);Level 4;10003171;10003171
Rieles de montaje;Level 4;10006794;10006794
Clavos/Varillas (Acoplamientos/fijadores);Level 4;10003182;10003182
Tuercas (Fijaciones/sujeciones);Level 4;10003184;10003184
Juntas/arandelas;Level 4;10003166;10003166
Remaches (Fijaciones/sujeciones);Level 4;10003190;10003190
Cuerdas/cadenas/cables (Fijaciones/sujeciones);Level 4;10003167;10003167
Tornillos;Level 4;10003181;10003181
Resortes;Level 4;10003168;10003168
Grapas (Fijaciones/sujeciones);Level 4;10003183;10003183
Tubos;Level 4;10003173;10003173
Tensores (Acoplamientos/fijadores);Level 4;10003165;10003165
Arandelas (Fijadores/Cierres);Level 4;10003180;10003180
Revestimiento de suelo;Level 3;83010200;83010200
Rejilla de entrada / bastidor;Level 4;10006901;10006901
Revestimiento para suelo – Moqueta;Level 4;10002446;10002446
Revestimiento para suelo – Losas de cerámica/porcelana;Level 4;10002443;10002443
Revestimiento para suelo – Corcho/bambú;Level 4;10002449;10002449
Revestimiento de suelo – Madera tratada;Level 4;10005370;10005370
Revestimiento para suelo – Laminado;Level 4;10002451;10002451
Revestimiento para suelo – Madera sólida;Level 4;10002447;10002447
Revestimiento para suelo – Piedra/mármol;Level 4;10002450;10002450
Revestimiento para suelo – Arpillera;Level 4;10006841;10006841
Revestimiento para suelo – Vinilo/goma/linóleo;Level 4;10002448;10002448
Accesorios de revestimiento para suelo;Level 4;10002444;10002444
Revestimiento para suelo – Otros;Level 4;10002452;10002452
Paquetes variados de revestimiento para suelo;Level 4;10002453;10002453
Rieles/Separadores;Level 4;10002532;10002532
Cristal;Level 3;83011300;83011300
Añadidos de cristal decorativos;Level 4;10003926;10003926
Cristal;Level 4;10002584;10002584
Bloques de cristal (Sistemas de cuadrículas);Level 4;10003925;10003925
Canalización/drenaje;Level 3;83011400;83011400
Canal (canalones / drenaje);Level 4;10006902;10006902
Piezas/acoplamientos de canalón de desagüe;Level 4;10003956;10003956
Cubiertas de drenaje (Canalización/drenaje);Level 4;10005668;10005668
Rejillas de drenaje (canalización / drenaje);Level 4;10007013;10007013
Salidas de goteo (Canalizaciones/drenaje);Level 4;10003955;10003955
Piezas/accesorios de canalización;Level 4;10002665;10002665
Canalización/drenaje – Otros;Level 4;10002666;10002666
Paquetes variados de canalización/drenaje;Level 4;10002664;10002664
Piezas/accesorios de drenaje de césped;Level 4;10002663;10002663
Aislamiento;Level 3;83010300;83010300
Aislamiento – Guata/rollos/láminas;Level 4;10002454;10002454
Aislamiento – Espuma de relleno suelto/pulverizado;Level 4;10002456;10002456
Aislamiento – Revestimiento/envoltura de tuberías;Level 4;10005733;10005733
Aislamiento – Protectores de barreras/losas radiantes de calor;Level 4;10005342;10005342
Aislamiento – Tablero rígida (Exterior);Level 4;10005343;10005343
Aislamiento – placa de espuma rígida (Interior);Level 4;10002455;10002455
Aislamiento – Otros;Level 4;10002460;10002460
Soportes/fijaciones de aislamiento;Level 4;10005345;10005345
Paquetes variados de aislamiento;Level 4;10002461;10002461
Madera/panel de madera/yeso;Level 3;83010800;83010800
Vigas (Estructural);Level 4;10003927;10003927
Madera tratada (Dimensión/estructural);Level 4;10002537;10002537
Tablero de yeso/cemento;Level 4;10002540;10002540
Tablero de madera maciza (Dimensión/estructural);Level 4;10002535;10002535
Listones;Level 4;10005721;10005721
Madera/panel de madera/yeso – Otros;Level 4;10003932;10003932
Paquetes variados de madera/panel de madera/yeso;Level 4;10003933;10003933
Contrachapado/madera de virutas orientadas (OSB);Level 4;10002538;10002538
Postes/pilotes/barras;Level 4;10005424;10005424
Tablero de madera de fibra;Level 4;10005355;10005355
Tablero de madera de fibra (Dimensión/estructural);Level 4;10002536;10002536
Moldes/aserrado/partes de escaleras;Level 3;83011000;83011000
Plancha en la banda final para unir;Level 4;10006793;10006793
Jambas (Molduras/carpintería);Level 4;10005428;10005428
Carpintería – Ornamentos;Level 4;10003939;10003939
Molduras – No de madera;Level 4;10003934;10003934
Molduras – Madera;Level 4;10003935;10003935
Piezas de molduras/carpintería para escaleras – Otros;Level 4;10005431;10005431
Paquetes variados de piezas de molduras/carpintería para escaleras;Level 4;10005432;10005432
Postes de arranque;Level 4;10002512;10002512
Piezas/acoplamientos de repuesto para escaleras;Level 4;10005425;10005425
Escaleras – Prefabricadas;Level 4;10002507;10002507
Estructuras  de Techo exterior / cobertizo;Level 3;83012600;83012600
Cochera;Level 4;10006998;10006998
Garaje;Level 4;10007000;10007000
Techo de patio / cobertizo;Level 4;10006999;10006999
Pintura;Level 3;83010400;83010400
Pistolas rociadoras de aire/pulverizadoras;Level 4;10005805;10005805
Equipo de pintura (falsos acabados) decorativa;Level 4;10005730;10005730
Sábanas antipolvo/antimanchas;Level 4;10002490;10002490
Brocha/Rodillo/Aplicador domésticos;Level 4;10005708;10005708
Pinturas/imprimaciones para viviendas;Level 4;10003874;10003874
Aditivos/realzador de pintura;Level 4;10005655;10005655
Colador pintura/tinte;Level 4;10005706;10005706
Quitapintura/quitabarniz/limpiadores;Level 4;10002501;10002501
Cinta/película protectora de pintor;Level 4;10005724;10005724
Pintura – Otros;Level 4;10002505;10002505
Paquetes variados de pintura;Level 4;10002504;10002504
Conservantes;Level 4;10005657;10005657
Pinturas de fines especiales;Level 4;10002462;10002462
Pinturas para molduras;Level 4;10005687;10005687
Acabado/tratamientos/revestimientos de madera;Level 4;10002466;10002466
Techado;Level 3;83011700;83011700
Techado en rollo;Level 4;10002684;10002684
Revestimientos para techo;Level 4;10002688;10002688
Rollos de molduras para techos/ventilación;Level 4;10002689;10002689
Techado – Paja;Level 4;10003974;10003974
Accesorios de techado;Level 4;10003977;10003977
Membranas para techo;Level 4;10002687;10002687
Techo – Otros;Level 4;10002692;10002692
Paneles/losas para techo;Level 4;10002686;10002686
Losas/pizarras para el techo/Techo;Level 4;10002683;10002683
Paquetes variados para techos;Level 4;10002693;10002693
Selladores/rellenadores/adhesivos;Level 3;83012100;83012100
Masilla;Level 4;10003208;10003208
Rellenadores;Level 4;10003205;10003205
Pegamento/adhesivo;Level 4;10003207;10003207
Lechada;Level 4;10003203;10003203
Selladores;Level 4;10003204;10003204
Selladores/rellenadores/adhesivos – Otros;Level 4;10003210;10003210
Paquetes variados de selladores/rellenadores/adhesivos;Level 4;10003211;10003211
Cinta (hágalo usted mismo);Level 4;10003206;10003206
Revestimiento/moldura exterior;Level 3;83012300;83012300
Moldura exterior – Ménsula/frontón;Level 4;10003966;10003966
Moldura exterior – Revestimiento;Level 4;10002677;10002677
Moldura exterior – Revestimiento;Level 4;10005705;10005705
Decoración exterior – Faldear/apuntalar;Level 4;10005731;10005731
Moldura exterior – Enchapado;Level 4;10003969;10003969
Componentes/Acoplamientos estructurales;Level 3;83010700;83010700
Columnas (Estructurales);Level 4;10002530;10002530
Cuchillos de suelo;Level 4;10002533;10002533
Vigas – I;Level 4;10002534;10002534
Equipo de montaje/instalación para casa móvil;Level 4;10005732;10005732
Apuntalado de techos;Level 4;10005659;10005659
Componentes/acoplamientos estructurales – Otros;Level 4;10003942;10003942
Piezas/accesorios de componentes/acoplamientos estructurales;Level 4;10003943;10003943
Revestimientos de pared/techo;Level 3;83010100;83010100
Cubiertas para techos – Losas;Level 4;10003980;10003980
Sistemas de cuadrículas para techos;Level 4;10003981;10003981
Piedras para albardilla;Level 4;10006791;10006791
Protectores para esquinas;Level 4;10005722;10005722
Revestimientos para paredes – Rollos;Level 4;10002429;10002429
Revestimientos para paredes – Pliegos/paneles/losas;Level 4;10002433;10002433
Revestimientos para paredes – azulejos;Level 4;10002431;10002431
Accesorios de revestimiento para paredes/techos;Level 4;10002432;10002432
Revestimientos de pared/techo – Otros;Level 4;10002441;10002441
Paquetes variados de revestimientos para paredes/techos;Level 4;10002442;10002442
Partes/accesorios para ventanas;Level 3;83010900;83010900
Toldos – No eléctricos;Level 4;10005291;10005291
Toldos – Eléctricos;Level 4;10002551;10002551
Contrapeso para ventanas;Level 4;10002557;10002557
Películas para ventanas;Level 4;10002547;10002547
Marcos de ventana;Level 4;10002543;10002543
Pomos de ventana;Level 4;10002552;10002552
Cerrojos/pestillos para ventanas;Level 4;10002548;10002548
Operadores de ventana;Level 4;10005298;10005298
Piezas/accesorios para ventanas – Otros;Level 4;10005292;10005292
Paquetes variados de piezas/accesorios para ventanas;Level 4;10003944;10003944
Mosquiteras para ventanas;Level 4;10002550;10002550
Motorización Cierre de Ventana;Level 4;10007039;10007039
Persianas;Level 4;10003968;10003968
Caja de ventana;Level 4;10002554;10002554
Ventanas – Marco de repuesto – No de madera;Level 4;10005293;10005293
Ventanas – Marco de repuesto – madera;Level 4;10005294;10005294
Alféizar de ventana;Level 4;10006792;10006792
Ventanas;Level 3;83012200;83012200
Claraboyas – Revestimiento de madera;Level 4;10005289;10005289
Claraboyas – Sin madera;Level 4;10002544;10002544
Claraboyas – Tubulares;Level 4;10005288;10005288
Ventanas – Saliente/arco – Revestimiento de madera;Level 4;10005297;10005297
Ventanas – Saliente/arco – No de madera;Level 4;10005296;10005296
Ventanas – Saliente/arco – Madera;Level 4;10005295;10005295
Ventanas – Unidades combinadas – Revestimiento de madera;Level 4;10005287;10005287
Ventanas – Unidades combinadas – Revestimiento no de madera;Level 4;10005286;10005286
Ventanas – Unidades de combinación – Madera;Level 4;10002542;10002542
Ventanas – Otros;Level 4;10005290;10005290
Ventanas – Unidades sencillas – Revestimiento de madera;Level 4;10005284;10005284
Ventanas – Unidades sencillas – Revestimiento no de madera;Level 4;10005285;10005285
Ventanas – Unidades sencillas – Madera;Level 4;10003946;10003946
Ventanas – Contraventanas;Level 4;10002553;10002553
Acampada (cámping);Level 1;74000000;74000000
Acampada (cámping);Level 2;74010000;74010000
Equipo de comida/bebida/cocina para acampada;Level 3;74010400;74010400
Equipamientos para beber/comer/cocinar en acampadas – Accesorios/recambios;Level 4;10002093;10002093
Otros equipamientos para beber/comer/cocinar en acampadas;Level 4;10002094;10002094
Paquetes variados de equipamientos para beber/comer/cocinar en acampadas;Level 4;10002095;10002095
Utensilios para cocinar en acampadas;Level 4;10002092;10002092
Bolsas de frío/neveras para acampada (no eléctricas);Level 4;10002091;10002091
Estufas/parrillas/hornos de acampada;Level 4;10002087;10002087
Vajilla para acampada;Level 4;10003773;10003773
Equipos de agua para acampada;Level 4;10002088;10002088
Tratamientos de purificación de agua para acampada;Level 4;10005198;10005198
Mobiliario/muebles para acampada;Level 3;74010300;74010300
Sacos/alfombrillas para dormir de acampada;Level 4;10002079;10002079
Otro mobiliario/muebles de acampada;Level 4;10002085;10002085
Paquetes variados de mobiliario/muebles de acampada;Level 4;10002086;10002086
Asientos para acampada;Level 4;10002081;10002081
Sistemas de almacenamiento para acampada;Level 4;10002083;10002083
Mesas de acampada;Level 4;10002084;10002084
Sacos de dormir;Level 4;10002080;10002080
Equipo de iluminación/calefacción para acampada;Level 3;74010200;74010200
Otros equipos de calefacción/iluminación de acampada;Level 4;10002077;10002077
Paquetes variados de equipos de calefacción/iluminación de acampada;Level 4;10002078;10002078
Lámparas para acampadas;Level 4;10002076;10002076
Calentadores de agua para acampadas;Level 4;10004099;10004099
Calefactores para tiendas;Level 4;10002075;10002075
Paquetes variados de artículos para acampada;Level 3;74010600;74010600
Paquetes variados de artículos para acampada;Level 4;10002101;10002101
Equipo sanitario/de limpieza para acampada;Level 3;74010500;74010500
Duchas de acampada;Level 4;10002097;10002097
Tazas de váter para acampada (no eléctricas);Level 4;10002096;10002096
Tazas de váter para acampada (eléctricas);Level 4;10004100;10004100
Equipamiento sanitario/de aseo para acampada – Accesorios/recambios;Level 4;10002098;10002098
Otros equipamientos sanitario/de aseo para acampada;Level 4;10002099;10002099
Paquetes variados de equipamiento sanitario/de aseo para acampada;Level 4;10002100;10002100
Tiendas de campaña / estructuras para protegerse del clima;Level 3;74010100;74010100
Accesorios para tiendas;Level 4;10002072;10002072
Equipos de reparación/tratamiento para tiendas;Level 4;10002071;10002071
Tiendas;Level 4;10002069;10002069
Otras estructuras para intemperie/tiendas;Level 4;10002073;10002073
Paquetes variados de estructuras para intemperie/tiendas;Level 4;10002074;10002074
Estructuras para intemperie/extensiones para tiendas;Level 4;10002070;10002070
Productos de limpieza/higiene;Level 1;47000000;47000000
Productos de limpieza;Level 2;47100000;47100000
Limpiadores;Level 3;47101600;47101600
Productos de higiene para el bebé;Level 4;10000505;10000505
Blanqueador;Level 4;10000531;10000531
Otros limpiadores;Level 4;10000746;10000746
Surtidos de limpiadores;Level 4;10000698;10000698
Accesorios de limpieza;Level 4;10000398;10000398
Artículos de limpieza;Level 4;10000397;10000397
Descalcificadores;Level 4;10000442;10000442
Cuidado/protección de vajilla;Level 4;10000445;10000445
Limpieza/cuidado de vajilla – lavado automatizado;Level 4;10000406;10000406
Limpieza/cuidado de vajilla – lavado a mano;Level 4;10000636;10000636
Desinfectantes;Level 4;10000441;10000441
Tratamientos de drenaje/destapador de tuberías;Level 4;10000423;10000423
Tratamientos de los alimentos;Level 4;10006233;10006233
Productos para eliminar el moho;Level 4;10000440;10000440
Toallas de papel;Level 4;10000447;10000447
Desinfectantes;Level 4;10006234;10006234
Quitamanchas;Level 4;10000443;10000443
Limpiadores de superficies;Level 4;10000405;10000405
Productos de limpieza para el baño;Level 4;10000426;10000426
Suavizantes de agua;Level 4;10000446;10000446
Surtidos de limpiadores;Level 3;47102000;47102000
Surtidos de limpieza;Level 4;10000702;10000702
Ambientadores/desodorantes;Level 3;47101500;47101500
Ambientadores/desodorantes (no eléctricos);Level 4;10000402;10000402
Ambientadores/desodorantes (eléctricos);Level 4;10000696;10000696
Ambientadores – Tejido;Level 4;10000740;10000740
Otros ambientadores/desodorantes;Level 4;10000745;10000745
Paquetes variados de ambientadores/desodorantes;Level 4;10000697;10000697
Lavandería;Level 3;47101700;47101700
Potenciadores de detergentes/blanqueadores para ropa;Level 4;10000743;10000743
Productos afianzadores del tejido/almidón;Level 4;10000742;10000742
Protectores para el tejido/tela;Level 4;10000741;10000741
Suavizantes para ropa;Level 4;10000744;10000744
Lavandería cuidado de color;Level 4;10000427;10000427
Detergentes para lavandería;Level 4;10000424;10000424
Lavandería limpieza en seco;Level 4;10000444;10000444
Otros productos de lavandería;Level 4;10000747;10000747
Paquetes variados de productos de lavandería;Level 4;10000699;10000699
Cuidado de superficies;Level 3;47101900;47101900
Kit quita-rasguño/reparadores;Level 4;10000556;10000556
Otros cuidados de superficies;Level 4;10000749;10000749
Paquetes variados de cuidados de superficies;Level 4;10000701;10000701
Cuidado de superficies/protección;Level 4;10000434;10000434
Surtidos de productos de limpieza/higiene;Level 2;47190000;47190000
Surtidos de productos de limpieza/higiene;Level 3;47190100;47190100
Surtidos de productos de limpieza/higiene;Level 4;10000694;10000694
Suministros de higiene/limpieza;Level 2;47200000;47200000
Dispensadores de suministro de productos;Level 3;47200100;47200100
Dispensadores para productos de limpieza/higiene;Level 4;10006215;10006215
Control de alérgenos/plagas/insectos;Level 2;47120000;47120000
Control de alérgenos/plagas/insectos;Level 3;47121500;47121500
Control de plagas/insectos – Barreras/trampas;Level 4;10000411;10000411
Otros productos de control de alérgenos/plagas/insectos;Level 4;10000754;10000754
Paquetes variados de control de alérgenos/plagas/insectos;Level 4;10000664;10000664
Insecticidas/pesticidas/raticidas;Level 4;10000435;10000435
Repelentes no personales;Level 4;10000436;10000436
Productos para la gestión de residuos;Level 2;47210000;47210000
Productos de almacenamiento de residuos;Level 3;47210100;47210100
Botes para basura/desperdicio;Level 4;10002125;10002125
Bolsas de basura;Level 4;10001761;10001761
Productos de almacenamiento de residuos- Otro;Level 4;10006817;10006817
Productos de almacenamiento de residuos- Partes de reemplazo;Level 4;10006816;10006816
Paquetes con variedad de productos para almacenamiento de residuos;Level 4;10006815;10006815
Prendas de vestir;Level 1;67000000;67000000
Prendas de vestir;Level 2;67010000;67010000
Accesorios para la ropa;Level 3;67010100;67010100
Cinturones/tirantes/fajas;Level 4;10001326;10001326
Paquetes variados de accesorios de ropa;Level 4;10001354;10001354
Complementos de ropa/accesorios florales/broches/hebillas;Level 4;10001331;10001331
Pañuelos;Level 4;10001327;10001327
Artículos de ropa para las manos;Level 4;10001328;10001328
Artículos de ropa para la cabeza;Level 4;10001329;10001329
Artículos de ropa para el cuello;Level 4;10001330;10001330
Prendas para la parte inferior del cuerpo/pantalones;Level 3;67010300;67010300
Paquetes variados de prendas para la parte inferior del cuerpo;Level 4;10001356;10001356
Pantalones largos/cortos;Level 4;10001335;10001335
Ropa protectora;Level 3;67010900;67010900
Alimentación del bebé – Baberos;Level 4;10000732;10000732
Prendas de protección – Para todo el cuerpo;Level 4;10001394;10001394
Prendas de protección para las manos;Level 4;10001395;10001395
Prendas de protección para la parte inferior del cuerpo;Level 4;10001397;10001397
Prendas de protección para la parte superior del cuerpo;Level 4;10001398;10001398
Accesorios para las prendas de protección;Level 4;10003704;10003704
Paquetes variados de prendas de protección;Level 4;10003705;10003705
Prendas deportivas;Level 3;67010600;67010600
Prendas deportivas – Broches/hebillas;Level 4;10004115;10004115
Prendas deportivas – Cinturones;Level 4;10004114;10004114
Prendas deportivas – Para todo el cuerpo;Level 4;10001342;10001342
Prendas deportivas – Para las manos;Level 4;10003707;10003707
Prendas deportivas – Para la cabeza;Level 4;10003708;10003708
Prendas deportivas – Para la parte inferior del cuerpo;Level 4;10001343;10001343
Prendas deportivas – Para el cuello;Level 4;10004113;10004113
Prendas deportivas – Otras;Level 4;10006840;10006840
Prendas deportivas – Para la parte superior del cuerpo;Level 4;10001344;10001344
Mallas deportivas;Level 4;10003709;10003709
Paquetes variados de prendas deportivas;Level 4;10001359;10001359
Ropa interior para todo el cuerpo;Level 4;10001346;10001346
Medias/bragas/calzoncillos;Level 4;10001347;10001347
Calcetines;Level 4;10001348;10001348
Paquetes variados de ropa interior;Level 4;10001360;10001360
Prendas para la parte superior del cuerpo/tops;Level 3;67010800;67010800
Chaquetas/chaqueta deportiva/cárdigan/chalecos;Level 4;10001350;10001350
Camisas/blusas/polos/camisetas;Level 4;10001352;10001352
Sudaderas/jerseys;Level 4;10001351;10001351
Paquetes variados de prendas para la parte superior del cuerpo;Level 4;10001361;10001361
Comunicaciones;Level 1;66000000;66000000
Comunicaciones;Level 2;66010000;66010000
Accesorios de comunicación;Level 3;66010100;66010100
Dispositivos de identificación de llamada;Level 4;10001174;10001174
Otros accesorios de comunicación;Level 4;10001379;10001379
Paquetes variados de accesorios de comunicación;Level 4;10001380;10001380
Recambios/accesorios para auriculares con micrófono incorporado;Level 4;10005745;10005745
Equipos de manos libres para comunicaciones/auriculares;Level 4;10001181;10001181
Repetidores de telecomunicaciones inalámbricas mejoradas digitalmente (DECT);Level 4;10005740;10005740
Cajas para teléfonos móviles;Level 4;10001178;10001178
Salpicadero para teléfonos móviles;Level 4;10001182;10001182
Protección contra la radiación de teléfonos móviles;Level 4;10001183;10001183
Soportes de teléfono;Level 4;10001177;10001177
Limpiadores de teléfono;Level 4;10005680;10005680
Dispositivos de comunicación fijos;Level 3;66010200;66010200
Contestadores automáticos;Level 4;10001184;10001184
Sistemas de conferencias;Level 4;10001185;10001185
Accesorios de dispositivos de comunicación fija;Level 4;10005681;10005681
Otros dispositivos para comunicaciones fijas;Level 4;10001383;10001383
Paquetes variados de dispositivos para comunicaciones fijas;Level 4;10001384;10001384
Tarjetas de llamadas/justificantes de prepago para comunicaciones fijas;Level 4;10001188;10001188
Intercomunicadores;Level 4;10001189;10001189
Conmutadores telefónicos;Level 4;10001190;10001190
Teléfonos;Level 4;10001191;10001191
Servicios/dispositivos de comunicación móviles;Level 3;66010300;66010300
Equipos de radio para comunicación;Level 4;10001192;10001192
Equipo GPS – Comunicaciones móviles;Level 4;10001193;10001193
Servicios/dispositivos de comunicaciones móviles – Recambios;Level 4;10003779;10003779
Otros servicios/dispositivos de comunicaciones móviles;Level 4;10001385;10001385
Paquetes variados de servicios/dispositivos de comunicaciones móviles;Level 4;10001386;10001386
Tarjetas de llamada/justificantes de prepago para teléfonos móviles;Level 4;10001195;10001195
Tarjetas SIM de móvil/Adaptadores de tarjeta SIM;Level 4;10001196;10001196
Accesorios para teléfonos móviles / teléfonos inteligentes;Level 4;10007020;10007020
Teléfonos móviles/Smartphones;Level 4;10001198;10001198
Emisores/localizadores personales digitales;Level 4;10005711;10005711
Comunicaciones bilaterales por radio;Level 4;10001200;10001200
Señalización;Level 3;66010500;66010500
Señal – Recambio/Accesorio;Level 4;10006227;10006227
Soportes para señales;Level 4;10006226;10006226
Señales combinación;Level 4;10006225;10006225
Señales preimpresas;Level 4;10006223;10006223
Señales sin imprimir;Level 4;10006224;10006224
Computación;Level 1;65000000;65000000
Computadoras/videojuegos;Level 2;65010000;65010000
Unidades de computadora;Level 3;65010300;65010300
Unidades de computadora – Accesorios/piezas de repuesto;Level 4;10001129;10001129
Otras unidades del computadora;Level 4;10001130;10001130
Paquetes variados de unidades del computadora;Level 4;10001131;10001131
Unidades de discos duros;Level 4;10001133;10001133
Equipo de redes para computadora;Level 3;65010800;65010800
Equipo de redes para computadoras – Accesorios/piezas de repuesto;Level 4;10001172;10001172
Otros equipos de redes para computadoras;Level 4;10001170;10001170
Paquetes variados de equipos de redes para computadoras;Level 4;10001171;10001171
Dispositivos de entrada (Interruptores, concentradores, enrutadores y cortafuegos);Level 4;10001163;10001163
Módems;Level 4;10001164;10001164
Puntos de acceso a la red;Level 4;10001165;10001165
Enrutadores de red;Level 4;10001168;10001168
Conmutadores de red;Level 4;10001169;10001169
Centros de red/USB;Level 4;10001166;10001166
Repetidores;Level 4;10001173;10001173
Internet USB;Level 4;10005831;10005831
Accesorios para videojuegos/computadoras;Level 3;65010100;65010100
Lectores de tarjetas;Level 4;10001115;10001115
Accesorios para carcasas/cajas protectoras de computadora;Level 4;10001116;10001116
Puertos de acoplamientos/bases de computadoras;Level 4;10001109;10001109
Suministros de energía para computadoras;Level 4;10001124;10001124
Soportes/bases para computadoras;Level 4;10005438;10005438
Herramientas/juegos de herramientas para computadoras;Level 4;10001112;10001112
Otros accesorios para videojuegos/computadoras;Level 4;10001362;10001362
Paquetes variados de accesorios para videojuegos/computadoras;Level 4;10001363;10001363
Estuche/porta computadoras/video juego;Level 4;10001107;10001107
Productos para la limpieza de videojuegos/computadoras;Level 4;10001108;10001108
Auriculares para computadoras/videojuegos;Level 4;10005741;10005741
Productos para la seguridad de videojuegos/computadoras;Level 4;10001111;10001111
Filtros/cubiertas (equipos electrónicos);Level 4;10001110;10001110
Alfombrilla/reposamuñecas – Informática;Level 4;10001113;10001113
Asistente de datos personales/bolígrafo organizador;Level 4;10001114;10001114
Grabadora personal de video;Level 4;10006744;10006744
Editor de vídeo;Level 4;10005843;10005843
Dispositivos de entrada/control de videojuegos/computadoras;Level 3;65010600;65010600
Tabletas de gráficos para computadoras;Level 4;10001149;10001149
Teclados para computadoras;Level 4;10001150;10001150
Dispositivos de punteros para computadoras;Level 4;10001151;10001151
Dispositivos de control para videojuegos/computadoras;Level 4;10001148;10001148
Dispositivos de entrada/control de videojuegos/computadoras – Accesorios/piezas de repuesto;Level 4;10001152;10001152
Otros dispositivos de entrada/control de videojuegos/computadoras;Level 4;10001364;10001364
Paquetes variados de dispositivos de entrada/control de videojuegos/computadoras;Level 4;10001365;10001365
Plumas digitales;Level 4;10005686;10005686
Periféricos para videojuegos/computadoras;Level 3;65010700;65010700
Altavoces para computadoras/mini altavoces;Level 4;10001154;10001154
Monitores para videojuegos/computadoras;Level 4;10001153;10001153
Periféricos para videojuegos/computadoras – Accesorios/piezas de repuesto;Level 4;10001155;10001155
Otros periféricos para videojuegos/computadoras;Level 4;10001366;10001366
Paquetes variados de periféricos para videojuegos/computadoras;Level 4;10001367;10001367
Interruptor de teclado, ratón, voz (KVM);Level 4;10006745;10006745
Consumibles para impresoras;Level 4;10001156;10001156
Impresoras y dispositivos de impresión;Level 4;10001158;10001158
Sistemas de proyección;Level 4;10001159;10001159
Escáners;Level 4;10001160;10001160
Cámaras Web;Level 4;10001161;10001161
Software para videojuegos/computadoras;Level 3;65010400;65010400
Programas de juegos para videojuegos/computadoras;Level 4;10001137;10001137
Otros programas para videojuegos/computadoras;Level 4;10001139;10001139
Paquetes variados de programas para videojuegos/computadoras;Level 4;10001140;10001140
Computadoras;Level 3;65010500;65010500
Computadoras – Accesorios/ piezas de repuesto;Level 4;10001141;10001141
Otros computadoras;Level 4;10001142;10001142
Organizadores electrónicos;Level 4;10001143;10001143
Computadoras personales/Tablets/eBooks;Level 4;10006276;10006276
Computadoras personales – Todo en uno;Level 4;10006405;10006405
Computadoras personales – De escritorio/Terminal de Internet;Level 4;10001144;10001144
Computadoras personales – Portátiles;Level 4;10001145;10001145
Asistentes digitales personales;Level 4;10001146;10001146
Relojes inteligentes (smart watches);Level 4;10006743;10006743
Consolas de videojuego;Level 3;65011000;65011000
Accesorios para consolas;Level 4;10005763;10005763
Consolas de videojuegos – No portátiles;Level 4;10003817;10003817
Consolas de videojuegos – Portátiles;Level 4;10003818;10003818
Consolas de videojuegos – piezas de repuesto;Level 4;10003819;10003819
Segmento cruzado;Level 1;58000000;58000000
Segmento cruzado;Level 2;58010000;58010000
Segmento cruzado;Level 3;58010100;58010100
Paquetes variados de segmento cruzado;Level 4;10000624;10000624
Suministros eléctricos;Level 1;78000000;78000000
Cableado/tendido eléctrico;Level 2;78040000;78040000
Control/administración del cableado/tendido;Level 3;78040100;78040100
Pasadores/arandelas/amarres para cables;Level 4;10005651;10005651
Marcadores de cable;Level 4;10005648;10005648
Accesorios de marcado de cables;Level 4;10005674;10005674
Rieles de cable/retráctiles;Level 4;10005649;10005649
Cable/hilo conductor/conducto/canaletas;Level 4;10005647;10005647
Protección/envoltorios de cables/hilos;Level 4;10005650;10005650
Acoplamientos de conductos;Level 4;10005660;10005660
Cables eléctricos;Level 3;78040300;78040300
Cables para sistemas audiovisuales;Level 4;10005757;10005757
Cables para computadora;Level 4;10005754;10005754
Cables para la instalación del sistema de satélite;Level 4;10005759;10005759
Cables para sistemas de telecomunicaciones;Level 4;10005758;10005758
Cableado eléctrico;Level 3;78040400;78040400
Cables eléctricos;Level 4;10005541;10005541
Conexión/distribución eléctrica;Level 2;78020000;78020000
Baterías/Cargadores;Level 3;78021100;78021100
Baterías;Level 4;10000546;10000546
Paquetes variados de baterías/cargadores;Level 4;10000704;10000704
Cajas para pilas;Level 4;10005764;10005764
Cargadores;Level 4;10000548;10000548
Conexión eléctrica;Level 3;78020500;78020500
Conectores (Eléctricos);Level 4;10005573;10005573
Paquetes variados de conexiones eléctricas;Level 4;10005572;10005572
Enchufes;Level 4;10000551;10000551
Clavijas/receptáculos/tomacorrientes;Level 4;10005567;10005567
Distribución eléctrica;Level 3;78020600;78020600
Adaptores (eléctricos);Level 4;10005496;10005496
